UserID,NAME,GENDER,EMAIL,ID,PASSWORD,GOAL,COOKING_LEVEL
0b854958-d7d3-4034-9eb3-fb0f208c70bf,최우진,female,e10qqfa4@example.com,e10qqfa4,gikzxeMYZJ,7,상
9963f6bd-fa99-48e5-9691-58abc7cb3d7b,김춘자,female,88qjugjb@example.com,88qjugjb,jqs4k4l&DX,1,하
3d9fe71f-c77d-4ec4-836f-1f4dd72610ae,하현숙,female,ut9iomp4@example.com,ut9iomp4,pghiIon6Q1,3,상
18bb2869-27c3-4511-9824-0d08770590c7,홍상훈,female,kacwm6bd@example.com,kacwm6bd,UHLlnc#g#j,4,하
292cc15f-7426-4a14-a87c-dfa99281365f,한은주,female,uylh4htw@example.com,uylh4htw,R35a2vULy2,1,하
9af8a1ac-2497-43e0-adad-0784f5aacf55,성서연,female,e6vuw98k@example.com,e6vuw98k,hxs9XzmC14,3,상
01d718af-05a3-4866-ab87-ae243412e05d,최민서,female,dswaur9r@example.com,dswaur9r,zckPM4xSrh,3,하
2a3a221b-304f-453e-a7bf-5131c6c24221,김성훈,male,792yy4s8@example.com,792yy4s8,arS0ZNimSB,7,상
8a56998b-8e85-4ed1-98d3-1c7383bd3f24,양동현,male,ih6j012f@example.com,ih6j012f,XjAYfZ1wqm,6,상
ec72b5d5-ad48-4b28-a2a9-d4958e763188,김재현,female,pxfn71ri@example.com,pxfn71ri,EU0944E*O4,6,상
ff9280a8-7c81-43c9-9f22-c0029802cd08,김광수,female,uptf4g2b@example.com,uptf4g2b,vFOg0SrCdj,2,상
730c29f0-e665-4396-ae9a-b28127f2a37e,한유진,male,0cuhn2uy@example.com,0cuhn2uy,dXJkow&5#v,7,하
ca46b9b9-e158-4882-b243-c84cf7b7b198,김영수,female,ujdpjr0k@example.com,ujdpjr0k,EoLPuEBF5g,5,상
b29f34de-fa77-4b35-a37d-00dbf34d4712,진지현,male,p8dso6lz@example.com,p8dso6lz,XCVkY2r4lc,4,하
f3653e14-682a-4be7-9561-cc057e9065f8,김영일,male,fhih1o3x@example.com,fhih1o3x,XdsxnrJbLF,7,상
2c5c459c-a94f-4a9e-8436-6d321d139c7e,김정수,female,18xcdqom@example.com,18xcdqom,Na34zhuQMQ,3,하
87d50f2f-1726-4fc3-be8a-7155644fafb3,하은주,female,2m2pgp0i@example.com,2m2pgp0i,J5DZT#kYvl,2,상
4b21c66e-48f5-4956-a9b8-091754417da8,이성민,male,wg6muwi6@example.com,wg6muwi6,Y&7zyOkrN*,5,하
cb2bc477-0e58-4f25-a671-6c765c163bdc,이서영,male,da90cr97@example.com,da90cr97,jZEo3o2*iV,5,상
97c05fca-7861-46d6-9225-a7bd479e4e2c,백영순,female,y8ro6yjz@example.com,y8ro6yjz,TjPAFGO7xI,1,하
b0c0666e-053c-4242-865d-958b014fceb1,류지은,female,7f3hen3m@example.com,7f3hen3m,sMmHZlUfG8,2,상
de61be5b-749f-45be-a6e6-4fc97b4e1e3a,김지민,female,n6o4p2iu@example.com,n6o4p2iu,ZSAx2GVkhT,5,상
ea22a891-6223-474b-9030-445ab069b41c,김예은,female,aeio8ljw@example.com,aeio8ljw,bYrEku9D9F,4,하
f3bf5a91-6158-4d26-a084-625d1056ffec,박순옥,male,7jjp6tpv@example.com,7jjp6tpv,D1f8CsYITK,1,상
63f14d3c-a4e9-472b-93aa-d7372f46d43b,김지현,male,nd03riua@example.com,nd03riua,@85nIGjCRy,2,상
6d09a914-ccc0-4462-9cc2-1a5a567fb590,이순옥,female,w33acsx5@example.com,w33acsx5,2obG6MDuvQ,4,상
a1a25095-0d33-4177-baa9-123dacb10746,서수진,male,24l0awzx@example.com,24l0awzx,xkwE7k@tqb,2,상
476550a9-0b8b-4000-bf11-80d0a3486284,안성호,female,qat2k2jl@example.com,qat2k2jl,bx!!@DR7CP,5,하
7cfbcd80-c652-4406-bd1f-ba966a154b9c,김하윤,female,vgd8xawj@example.com,vgd8xawj,g3rkds*BbR,4,상
02c15006-01d2-4e25-a903-058d9474f7b8,김미경,female,hql2ncj9@example.com,hql2ncj9,FJlClHblAx,5,상
fed63342-28d3-414b-8c41-952a223c29d6,김명자,female,08pvn1ky@example.com,08pvn1ky,M2un#YPDkR,5,상
11bd8008-460e-41ca-aa4a-2610d070cb7e,김채원,male,ak16zo2j@example.com,ak16zo2j,B&i5V3geXT,5,하
3da68b58-99ae-4455-b0b6-926944195f97,한정희,male,6f6ed1f8@example.com,6f6ed1f8,XaLC1Fg8*Z,6,상
461e4884-588c-4ad6-b63b-ca87733251db,손서연,male,oynsliwg@example.com,oynsliwg,!HCPZ2qwNa,2,상
57eaff45-79f9-4af8-bfc4-e33203e96cab,이건우,female,my6lu01i@example.com,my6lu01i,apd2@Vm9Cy,7,상
048a7268-8c82-4cd2-8e73-cf87cf530339,유성민,female,x7evpnfs@example.com,x7evpnfs,5*wBstgkq#,5,상
6fbaba28-32a1-43e7-96f6-37ba5bddf536,박서현,male,ocizx7c1@example.com,ocizx7c1,IQGvQpa6k5,1,하
b8bb7f5d-13d1-4632-b685-104a003729b8,하영일,male,x7kpo3vl@example.com,x7kpo3vl,Jn3yHkQFy8,6,하
aa779fb0-9327-4fb2-b831-2b8cd48630e5,송상호,female,3p9sgbu9@example.com,3p9sgbu9,PVlrrc&Wc!,5,상
e92bc15f-b920-4b54-91ae-8fe74522611c,이숙자,female,cn4gg656@example.com,cn4gg656,fz16cshIeI,5,하
754c55d0-959b-4154-bf46-6c00f3fca1eb,이현지,female,r1dwuopx@example.com,r1dwuopx,lkQpnGXop!,3,하
216ab8d4-d95c-4ff7-a792-4053449e8290,하승민,male,8hl8f7zg@example.com,8hl8f7zg,aPFrVY@!LB,4,하
e6ed6e9c-dea9-4200-a420-bbf842030046,임미숙,female,2t9by694@example.com,2t9by694,vWwtTeoQ65,2,상
c03b1f6b-06e3-4da3-b527-cb4ff2c787c6,박영자,male,ibyhpafk@example.com,ibyhpafk,xP3yFzruxe,3,하
410de1c7-17a0-472a-9521-29c21238c85b,강정숙,female,e57mt43h@example.com,e57mt43h,k7NlPusXUX,4,하
dbb4fa70-0c60-476a-b483-37c0bb29a0aa,황진우,female,jktcp9ta@example.com,jktcp9ta,K8w#6V*Flu,4,상
702a1f2c-c469-420f-aeb2-61d7b86df2af,김종수,female,wkynsnfd@example.com,wkynsnfd,niOxUXmXGL,3,상
e92af411-94b7-4020-86a7-fa265e7b2856,김영일,male,cqf066jq@example.com,cqf066jq,#Q17UFQlgb,7,상
